feature_name,rank
FZD8,3.4379576115835797
SIPA1,3.432678976654579
C11orf83,3.429777285816683
ATOH8,3.4296839180274037
E2F4,3.4193290917969077
TCF7L1,3.4165825251257114
MSX1,3.4113624646642284
CXCL6,3.410248885808086
EFCAB4A,3.4035524193590136
C11orf94,3.4031819847263782
S100A7,3.400208858013757
TBX6,3.399320122741361
AGFG2,3.393799367690661
NHLH1,3.387498513455411
RRAD,3.382230283517921
GAGE10,3.37973643360504
PNPLA2,3.377782937048271
HSD11B2,3.3736426378912943
EBI3,3.3720753212519265
CRELD1,3.363657545405243
PARD6G,3.361354341820368
FKBP5,3.347628303474558
SLFNL1,3.34715050422922
EPS8L1,3.343380819805021
CXorf67,3.3392030718883197
NAGS,3.3391388529878703
REP15,3.3361254501153565
SIX1,3.335420302039282
EPPIN,3.334059072149372
PSPN,3.3322561030188664
ADAMTS2,3.330836036747372
KAT8,3.32997122724911
CEBPG,3.3299429394185225
ZMYND8,3.3223424806971624
SIRT4,3.3210342706002307
RAMP1,3.319381215451446
MEX3A,3.3179729172023427
NFATC4,3.3135291641506086
UCN2,3.3132190245690425
RGL3,3.3100442111775448
ANAPC16,3.309673215691955
FCGRT,3.301497994172675
SHISA3,3.2978129241795817
SH3TC1,3.2914088421257985
LBX2,3.279271457275055
EMP3,3.2780300601099275
PNP,3.2728703097352136
LMAN2L,3.269908459244174
PALD1,3.2653006023714912
HOOK2,3.262810244937543
HES7,3.262736974850134
MROH6,3.2552002652843743
ZNF358,3.2541471671589735
GDPD3,3.242282593726722
ITPKB,3.2421254690813814
CFD,3.236777225716547
C20orf195,3.2351173090868333
FGF17,3.2317858541770343
MZB1,3.2299588818535088
C9orf114,3.2288266699160713
CAPN2,3.2260817559768817
HCLS1,3.213775506571429
NPIPL1,3.213697338942855
TPD52L1,3.2112413347561697
CLIC2,3.2039341581443583
SIX5,3.202287766385461
TNFSF14,3.1985449218795643
MAP2K3,3.193749002950358
CCHCR1,3.189928430701093
PPBP,3.187627919920624
CDK10,3.186070509608739
PLAUR,3.1857392015831336
PHF1,3.184529330274912
HSPB2,3.1832108099788883
SIX4,3.182665678475306
CLDN7,3.1810828938165394
SLC38A2,3.179583747347186
MT1G,3.177511104392413
SBNO2,3.174333351805893
SERTAD1,3.1742518614421176
AK1,3.171386178026825
P4HA1,3.169034199639763
DNASE1L3,3.164386875548486
PARD3,3.164107793063636
KLHL6,3.1578198395614363
GAS1,3.157130246805137
CEBPB,3.152995906042514
SLC7A5,3.1475706789927043
PPP1R3D,3.1474616933198876
TEAD2,3.1474055660908107
IRF3,3.146518937114295
OR7C1,3.141416848882528
DUSP9,3.1333510136133884
HDGF,3.1332175560333377
COLGALT1,3.1297762292878892
FAM195A,3.126027508559788
STC2,3.122155058012237
CPT1B,3.1209202145196544
GEM,3.1137918671145433
AZGP1,3.1134539450068917
LAT2,3.110353413664786
PROSER2,3.1031466015591533
MT1E,3.1001830368664316
UBAP1,3.097275198643707
FES,3.0944598351954573
GRN,3.087043140443094
CNTD2,3.0812823834760783
DLL4,3.080326474848341
PPM1N,3.0801418877609534
PALM3,3.0763239786084124
NOS3,3.0689989070896524
LCN6,3.0598611090263828
HLX,3.056045000251555
NAPSA,3.0528429366643817
MYO1F,3.052477535390791
PPP1R18,3.049776910839802
FGR,3.048334415384811
SLC22A2,3.0478722215273475
GALM,3.031659143439722
MAPKAPK2,3.0303669684163888
SLC19A3,3.0288687519149153
FOXJ1,3.0221355968533303
BCL3,3.0209062044222104
ZNF395,3.017311363291103
TLE3,3.012179674542695
PIK3R2,3.009150348600739
AC139100.2,3.009133616102805
VPS37D,3.009055186409297
ENTHD2,3.0072557459563685
TJP3,3.006334905484883
NOP2,3.0043436252623725
IGJ,2.997208009791319
PRKX,2.994973386011959
ZNF581,2.9943275454780194
PLEKHH3,2.994177828942561
AOC2,2.9853477495314533
KLHL21,2.97404725379384
MOB2,2.972442021572508
TRABD,2.9687316000647317
PROC,2.9679830658743307
PLA1A,2.96236533978562
TSC22D3,2.9589323817433213
PKN3,2.957456449171279
LRCH4,2.9511395023405043
GLI1,2.9484459964174836
SMCO4,2.9475057674593605
PHF21A,2.9445610642257383
ADCY10,2.944367887197975
TNFRSF4,2.941979013392911
GSDMD,2.9419254597804705
BCAT2,2.941029174249057
TBX15,2.9408218694271406
C19orf33,2.938777679139592
RAMP3,2.936522692910697
OIT3,2.9354924599474015
MAP1LC3C,2.9318302273666976
ATF4,2.928240930743131
VASP,2.926785528621946
NXN,2.9261456089945206
DMRTC1B,2.9223275243549587
MS4A6A,2.9210393178493326
TGFB1,2.9171635577995745
VNN2,2.9161926177250472
FRAT2,2.9070152883109213
CLEC2B,2.905268059072368
TNFRSF1A,2.90320149782037
DDX27,2.9006770118787766
PLIN5,2.9004201754012238
SMO,2.8965318178203665
TRAM2,2.893339139090475
LPAR2,2.8908056415042913
HP,2.8872793379337094
PCBD1,2.883589189938904
MIER2,2.883117742438281
WDR45,2.88195686467969
PNPLA6,2.881763799481547
RFX1,2.8816620473736405
HMBOX1,2.876969650174498
DTX2,2.873594556831353
MT-ND6,2.872445572717407
PLCG1,2.8667371424679438
DHRS3,2.8649862051547257
TMEM92,2.860842435807821
MOB3A,2.8541690479550743
MTSS1L,2.8456088140908897
RAX2,2.8419126474336247
ACADVL,2.837621698810988
CDK2AP2,2.831456989650402
UNC119,2.8301071339046127
CBX2,2.8248877005216455
SLC25A41,2.8213551269012735
FOXD4,2.81718430918245
CYBA,2.817157944673502
TMEM213,2.813315199402206
SLC52A3,2.813055907118639
PDGFRB,2.812441865010017
LRRC3DN,2.7993832354662667
VENTX,2.7912321511249214
PPP4C,2.79075765718357
PLEKHN1,2.787924548661404
SSU72,2.782399677518576
UBE2J2,2.7786514958994086
MANF,2.7763952620738195
U2AF2,2.7704462704268185
ECHDC3,2.7684378818052724
GJA4,2.762835490884101
ANO2,2.7583200688557725
KANK2,2.757939567230063
EGFL8,2.752263105748235
IMPDH1,2.751444503518786
CHMP4A,2.749774582983411
RFX2,2.7485574712743905
BRI3,2.748427789423232
FLT3LG,2.747064567764573
MRC1L1,2.7434595931187853
SLC11A1,2.742654635282346
PLCB3,2.7388292728959
PRELP,2.737829262388151
SOX12,2.7347255136633426
NR1H3,2.733694638309015
TMC8,2.7319605042246753
SLC16A12,2.726948225159319
RNF166,2.7248481359145043
INPP5D,2.7182356275077577
CXorf28,2.7173969870309254
PRICKLE3,2.7139643695677225
AL031663.2,2.710286889622916
RASA4,2.7093030672808833
TMEM71,2.7041339086078313
NACC2,2.703986946257771
EIF4EBP1,2.7039417713798173
PDGFRL,2.7039312404393994
ZNF511,2.703186251758927
ALOX15B,2.7025299731958614
ARAP1,2.7001855588708485
RGL2,2.6981936252400827
NCF1,2.695442456176947
IL4R,2.6922076471471255
MT1A,2.691739816648435
DEDD,2.690866590756497
RUFY1,2.687321610325375
PIK3R5,2.685770424180135
AUP1,2.685684715164519
ADM,2.684735255569515
SLC7A2,2.683255775970979
SERPINC1,2.683097061018164
USP21,2.682546097016894
PRUNE,2.6792756678192866
SDCCAG3,2.677509137002148
SIX2,2.676574402699778
AURKC,2.6726729168680956
FAM83D,2.6715053306322045
DOK1,2.6668737745527435
NLRP6,2.662399441015947
C1QA,2.6618071621532824
ZC3H12A,2.6603598082906657
TGIF1,2.6600317606845105
RNASET2,2.6593359936584617
LIME1,2.6575709543250836
MAX,2.6497576483061676
RCE1,2.649684732310944
IGF1R,2.648969907928929
IFITM5,2.6438092003403386
THAP4,2.6406764538979166
BCL6,2.6383633944448563
SYDE1,2.6377587393344095
IL15RA,2.6341917017390752
TTC38,2.6336090475126332
GOLPH3L,2.6321622702669827
TRAF2,2.630763875798863
PPP1R3G,2.6288374971020154
EHMT1,2.6274462864559616
HSF1,2.6251057289428705
TMEM91,2.624758768393284
PXDC1,2.6229360807234334
PCTP,2.6212461617395664
A2ML1,2.6194539551657896
HSD3B7,2.6183765615483465
TNFRSF12A,2.6178680788035926
TG,2.6142135489113474
TMEM216,2.6131720714842395
SLC25A42,2.6056904499869744
EZR,2.605127062011035
CEL,2.6049170031493403
HRH4,2.6047238054845874
DCAF4L1,2.603429452475752
FOXF1,2.6003657500825215
ZDHHC7,2.60021726850159
P2RY11,2.596514947795209
CLDN15,2.591570043485138
CASP4,2.5889901501452077
FAM181B,2.5855844296988533
CHIC2,2.585403451637051
ART3,2.585305340803436
MRPL38,2.584719398360621
ZNF787,2.584478727616869
SAMD1,2.5842363496200025
CCDC36,2.5833018350754497
CYHR1,2.5800538393973538
SCO2,2.5779146838040403
FLT4,2.57761578929831
TRIM47,2.5742742884430214
PYGO2,2.5738719021789387
MEPCE,2.573428492376026
DMPK,2.573154089231255
DIO3,2.5710858551428726
MB21D1,2.5694006972697774
AL035588.1,2.568901779298527
SALL3,2.5630389451997844
CUZD1,2.5592470322926695
C1orf143,2.5591652806459417
FHOD1,2.554033445809979
PRR19,2.550230328676147
IRF1,2.5496426643801633
TNFRSF10B,2.5491415033574736
SASH1,2.5459597965576073
TMEM176A,2.545451633442251
TLE1,2.544375045172286
EMX2,2.542348866277757
MT1X,2.5420323480871345
SMARCD3,2.5395852934176575
RP11-676J12.7,2.5394586846856373
RHBDF1,2.537564076083543
SLMO1,2.5361145831264906
CLEC18A,2.5361034261690256
CRABP1,2.5356057299981543
FAM129B,2.5350704228930763
FKSG61,2.527086103051642
NCF4,2.5266698306448614
DAXX,2.5264552446844912
FURIN,2.5263155940210558
PCGF1,2.524899110304705
INPP5E,2.5247556772435806
TXLNA,2.5245334604017313
MED26,2.5241404092313644
HEXIM1,2.521584928744766
GPR97,2.5211914269050557
AC145676.2,2.5194502272254415
TMEM100,2.5194362849364533
SH2D6,2.5147388504462214
TFIP11,2.5146622337802524
FLCN,2.5143341942681565
GJC1,2.514146048138879
GFPT2,2.5121138194157258
CEBPD,2.5091554380427623
GABRR2,2.5057299786444216
NUDT17,2.504707468547901
PCK1,2.502616083055567
GAS2L1,2.499338050649273
PVRL2,2.4984046792336416
REXO4,2.4976392221823263
S100A4,2.496083463738098
ITGB5,2.4937860399390885
FAM27E3,2.4928192745303184
WNT6,2.4900916667675204
MYEOV2,2.489016157513434
CHEK2,2.4864258585061707
C3AR1,2.485314305034249
FSTL3,2.4840062223913884
SAMD11,2.483986958911677
IL32,2.483882453661249
SLC23A3,2.479916735625641
PAFAH1B3,2.4788501250278956
AKAP8,2.477749629312703
PHPT1,2.4773821486055048
HSD17B7,2.475138563859308
TNFRSF10A,2.4727850219859167
HAUS8,2.471180777635994
FKSG48,2.4709601495309714
MICALL2,2.4695663969566684
NBPF10,2.4691322620327516
TSHZ1,2.4687009447745383
ZNF205,2.4661484641096427
NUDC,2.4606571181249794
CXCR1,2.4565393404793023
BACE2,2.456379587858589
HSBP1L1,2.452982280182517
C1orf35,2.451959645557594
RPS17L,2.449624701049704
SNTG2,2.4492700188731864
TACC3,2.4491560041892084
C1orf86,2.446548800354052
ZNF547,2.444933958254493
POLDIP3,2.4443595798347304
NUDT16L1,2.4440482210854
DTX3,2.4424433093893185
FCGR3B,2.4420599397312848
FKSG62,2.4401435634856674
PPP1R13L,2.438495556162132
DHRS4,2.4376866071194936
RASGRP4,2.4368528011611295
GTF2E2,2.4360182878149597
CD37,2.435123977287991
DHRS4L2,2.434332790383668
SOCS3,2.433815225441305
A-575C2.4,2.43309021846507
CD180,2.4325798535721206
RBM38,2.432468519875072
TPRA1,2.4287494500566558
MAGEA12,2.4282552650985183
TRIM4,2.4232840025716573
TMEM176B,2.4224136273949064
BCL6B,2.4211195619111687
PXN,2.419125724277843
SGSM3,2.4170890703751278
FERMT3,2.416277962410204
LTA,2.4130072901796193
PLIN2,2.4125168476970487
MARCH3,2.4124300372341083
STC1,2.4069371877013395
PLK5,2.405361791971144
RCVRN,2.402571037703329
CYP39A1,2.402563202214287
STARD8,2.4024360764237844
S100A8,2.401782690297009
LTBR,2.4009818201329756
SERPINA5,2.4001763295998995
SDHAF2,2.399219413009972
OSBPL7,2.3909609271876273
KIF7,2.389301839734681
CASP1,2.3889551617884237
GABRE,2.388259144951465
ENGASE,2.387839233779445
FCGR2A,2.3874809477944967
TOP3B,2.386878774668561
HVCN1,2.3865896869742174
B9D2,2.3857575800526347
NELFA,2.384563273169436
GNRH1,2.382658034365926
ARPC1B,2.382179523051598
WBP5,2.3792214027782768
AC020907.1,2.375562184873022
GALR2,2.3749038418089077
NAA10,2.3746560318256837
VSIG2,2.3745789843171585
COL5A3,2.373219338034095
LRP4,2.3714628176993204
IL18,2.368896002565786
SOAT1,2.3682890536053622
TNFRSF11B,2.3681208368746645
PPP1CC,2.367350849116395
APOA1,2.365032344101302
MRAP,2.3601248761620064
STK11IP,2.3597014692703286
ANKRD22,2.359332403463332
PNMA6A,2.359044623837425
LRRC32,2.357832494102544
MEOX2,2.3567240444300763
ACSM1,2.3536914312827664
KRT18,2.348956079277441
TM4SF18,2.348563285462007
PHYHD1,2.3478323035959154
GZMM,2.346975181598585
HDAC7,2.341979858669541
AC093668.1,2.3419700324892223
CXCR2,2.341899134926102
GOLGA7B,2.3388566913962987
HSPD1,2.338575761208781
FXYD5,2.3353589635571015
ASPRV1,2.3332428389344186
TRIM5,2.332972390433743
EFEMP2,2.3324218205404046
CCDC9,2.332100701784597
NFE2,2.3311066572832084
MGARP,2.330418732749016
FXYD3,2.3293022308607325
ADORA2A,2.3282172551528073
PBXIP1,2.3219997894788422
HMOX1,2.320839715557759
UBQLNL,2.320718616015685
STAB1,2.3151137165508353
SNRNP48,2.313659181442196
RP11-644F5.10,2.310900584070346
YKT6,2.3086685638314832
ZNF771,2.302132217182823
USF2,2.301966036672091
FAM73B,2.3011040489337242
PAGE4,2.3000656164680047
SOWAHD,2.2998208301853174
TMEM243,2.2974613917596685
ARNTL,2.295879162015117
FAM170B,2.295173886439558
PLOD3,2.29401403451922
ZNF467,2.2908242243547843
TUBAL3,2.2908241955025024
RXRA,2.2882359950644666
GOLGA3,2.287379226125346
MRPS2,2.286923662699598
A4GALT,2.2855543218282723
MNX1,2.2824715067085477
RASAL3,2.2810316986032153
FCGR2B,2.277933676418031
NBEAL2,2.2755162566328107
LGALS9,2.2744006030160775
BOC,2.273996322475619
TNFRSF1B,2.2738256329465787
LRG1,2.273059607359883
S100A6,2.2727941476594276
MTHFD2,2.2724364424382433
GJB2,2.27234197554627
LSM10,2.2716831327408884
GPR137,2.271666482686726
CA3,2.2709875201899448
SAT2,2.2702973043409207
DDIT3,2.2702757868341688
BMP4,2.268440366268743
HEBP2,2.267684883266817
ABCD4,2.267443051362432
LEPREL1,2.266866119204068
TCF3,2.2656859779699112
BCAR3,2.265464200106157
GAK,2.2648378741223616
SLC39A11,2.2643235104621082
SHMT2,2.2620476537712553
SCARF1,2.259625408547865
DSP,2.257859220314214
APOL1,2.257544506638477
ABCA7,2.255778819868187
CLDN9,2.255636619032961
ZCCHC8,2.254757662936777
TLR2,2.252464469214458
GNB2,2.248119413222032
RAC3,2.2479807642472722
ZNF703,2.24697346520123
ATHL1,2.2469062660038666
CLCF1,2.2463823329838726
RUNX3,2.2458345309676373
FKBP10,2.2446982416628307
OGN,2.243863715654786
UBALD2,2.241306993736345
GTSF1,2.238465956050918
AC109583.1,2.238394690556144
CCDC160,2.2378052137925972
GPS2,2.237692808919239
AGER,2.2368592842328674
TMEM150B,2.2320470495731732
SCRIB,2.228441703986058
SIRPB2,2.2262325194008366
TNNI2,2.2195797623329523
TAF8,2.2164426626607283
PRRG4,2.2160465753958536
MUC4,2.214773201251136
SMG5,2.2143571358829823
SLC25A1,2.2142886294342206
HILPDA,2.2141129174434693
F10,2.2139330272496305
C1QC,2.2131390024776234
UBALD1,2.2130489430995
SLC15A3,2.2119875739345174
VSIG4,2.2117874125722796
TMEM31,2.2106383692307507
RNASE3,2.210161939865698
C1QL4,2.2077144017975536
SLA,2.207464022604134
BID,2.204017332566142
TSPO,2.2039016164059055
NOTCH4,2.20354584778965
ADAMTS10,2.203373316481907
TLR8,2.2019083136923454
HLA-DRB1,2.2004968187139693
TEAD4,2.2004090716583637
S100P,2.1931223905443717
ZNF438,2.1931086521207583
VMO1,2.192916274750719
REEP4,2.192363821918161
PIK3CD,2.1906748709773156
TOR2A,2.1881716216680718
GPR146,2.184944551232153
ADM2,2.1847977797487315
TDRD10,2.177780903584445
EFNA4,2.1775802958203863
CELA1,2.1772984576723227
IFT140,2.1772964036338625
RAB13,2.1750184470367615
CCNA2,2.171384169742343
CCDC120,2.167978450854027
DDAH2,2.16764838923415
NXT1,2.1656263860401346
LYG1,2.1643609243490527
PACSIN2,2.1634484091265014
C5AR1,2.1608769997553603
RREB1,2.160250864444536
AANAT,2.1597297830371707
GIT1,2.158760451177609
SLC25A39,2.1586787253259834
RPS21,2.154156404424939
FAM43A,2.153540983198931
C6orf25,2.1534965816873015
RASA4B,2.1513145761403387
ICAM2,2.1511664840152256
CDA,2.1501444358438615
GAL,2.148989898671556
HERPUD1,2.145460674927354
MBD3,2.145185628282923
EPHX1,2.1448833138960386
LILRB1,2.1438204080463703
DOK2,2.141346050948046
C20orf96,2.1406634747444735
ST7,2.1396951510847457
SNX33,2.1373146270183003
SLC41A1,2.13703702442835
IGF2,2.136711944846118
DEXI,2.1323009453583635
RNASEH2C,2.1306961251496053
CSK,2.1300117232458873
HEYL,2.1289614853023435
ADRA2C,2.1273673767047088
PLEC,2.126314932383634
SLC2A3,2.1256324760693444
DGCR6,2.1218433206415295
EGFL7,2.120499393907892
SIRT6,2.120301322949012
SLC50A1,2.118477958427194
LCN9,2.114466415631888
PEX6,2.1141285060805743
PIF1,2.1136542581696514
FZD2,2.1131990004092933
PRCP,2.11141070340517
MCM10,2.1108124315959786
PABPN1,2.109278522990976
SIGLEC10,2.1089926928439957
ESAM,2.1060640200149634
AIRE,2.105891441404072
TMEM150A,2.1039648871302257
CST7,2.1033693953530834
MRPL18,2.0968909795226436
CLCN7,2.0921662353346027
SAMHD1,2.091700159159784
RAB41,2.0913356780512764
CDK11B,2.090158698478183
METTL18,2.0901326305078918
BTG1,2.0847633901943823
PTPRU,2.084397415395376
PIM1,2.0841625664916728
BRAT1,2.084159952236021
DUSP23,2.080675335559322
CARD10,2.0797013124449557
CYP2S1,2.0783317120052414
POLD1,2.075502167681851
CLDN6,2.0742276624814804
TYROBP,2.074106154174288
RIPK4,2.0726254548870853
GLIS2,2.072411673092749
RGS9BP,2.0709987313054974
PLK1,2.070414594496027
MC4R,2.0694135683268478
RAPSN,2.0675080660058853
FAM20A,2.0671979939845873
STARD3,2.066633166899012
ANKRD13D,2.0652135602102257
CHAC1,2.0638284607887156
HSP90AA1,2.0617236625900874
AXIN1,2.0611538937608525
FAM46A,2.060724099039856
FAM26F,2.0591319510557358
JTB,2.057635461975264
RP11-433C9.2,2.057600482085628
TRIM11,2.0565708359013595
MS4A14,2.054399899742297
QRICH2,2.054009093664358
GSDMB,2.0529286741469943
RBPMS2,2.0528236298690334
FGD3,2.052806613565021
MLLT3,2.052765508303231
WDR34,2.0517024526736427
GAST,2.051565534803809
IZUMO4,2.049903313450171
GID8,2.0494602426003015
HGF,2.0479053729979175
TGFBR3,2.0468464631679195
ATAD3C,2.0456295007163257
SDR42E2,2.0455040266978197
TMEM184B,2.0440627577640478
TBX19,2.0439744843025576
NEIL1,2.0425937563656307
CTDSP2,2.0416451356473337
GRK7,2.0411090175744757
ITGB2,2.0398530036841325
CAB39L,2.03780572246856
FTSJ3,2.0370352063750112
KLHDC7A,2.035047981001507
GMPR,2.0350319357018507
CASZ1,2.033680410300993
CD320,2.0331309156497626
PICK1,2.029581162624865
CLEC4E,2.029130994825263
PROCA1,2.028795797304204
PAK4,2.0278955699363017
HSPH1,2.0265030150358956
RGS19,2.02582233920846
KIAA0146,2.025091589823297
RAB7L1,2.025041731462985
HAUS7,2.0240071326248703
DCXR,2.023955558439405
TSPAN17,2.021881147834638
STK19,2.020918479929131
RBM47,2.0184619717185375
SENP3,2.0178023830362735
FOXF2,2.0172099893565414
EFNB1,2.0169850028390837
BMP5,2.0168598889191856
MAP3K6,2.0141512026158654
MMEL1,2.012815943039967
NDUFA4L2,2.012051290147101
SORBS3,2.010453974514112
TMEM44,2.00870688321447
GKAP1,2.00855820736489
NINJ1,2.005486605702081
PDE6G,2.0048532371976333
TBC1D2B,2.004639287727352
RNF7,2.0045987619904233
SNX20,2.0024556816752836
MPZL2,2.001756461446412
ADAMTSL5,2.001649999796228
RCC2,1.9991286350814876
UNG,1.9989274517265045
GPRC5A,1.9983961400230774
SPI1,1.997390962518079
STRA6,1.9956277908712117
PRDM16,1.9948227567987484
CTB-50L17.14,1.9940991535768713
KCTD21,1.9905714427420944
PPAPDC1B,1.99052873521195
RPRM,1.985211713939114
ZNF692,1.9843411142368588
GLIS1,1.9810638248986232
TFAP4,1.9807678046376318
SAMD4A,1.9804587417468051
RASSF8,1.9802106158353348
ECSIT,1.9797471311864994
MAMDC2,1.978940934639904
NAALADL1,1.9786578644454986
DPP7,1.9775280806115532
LILRA2,1.977447677367091
HMG20B,1.9761627286313717
CDKN2C,1.9758448749958462
CEACAM19,1.975784306063891
NUDT9,1.9725170373968985
WRNIP1,1.9722835392756701
PLTP,1.9719939295601823
PRSS42,1.9718771087179003
FADS3,1.9706161876781143
MT3,1.9705499470773065
DNAJB6,1.9667012637391341
ZNF69,1.965251542100317
ITPKC,1.9616699082304152
